Date,Spieler,Position,Pkt.,Marktwert,Reason,Explanation,Missing since
2020-11-15,"

Voglsammer

",Sturm,0,1600000,,,
2020-11-15,"

Sergio Córdova

",Sturm,6,960000,,,
2020-11-15,"

F. Klos

",Sturm,8,1810000,,,
2020-11-15,"

Doan

",Sturm,16,2130000,,,
2020-11-15,"

Grahl

",Torwart,0,160000,,,
2020-11-15,"

Bredlow

",Torwart,0,180000,,,
2020-11-15,"

Kobel

",Torwart,19,1940000,,,
2020-11-15,"

Aidonis

",Abwehr,0,190000,,,
2020-11-15,"

Karazor

",Abwehr,10,1100000,,,
2020-11-15,"

Mack

",Abwehr,0,250000,,,
2020-11-15,"

Awoudja

",Abwehr,0,180000,,,
2020-11-15,"

B. Sosa

",Abwehr,14,2140000,,,
2020-11-15,"

Mola

",Abwehr,0,300000,,,
2020-11-15,"

Kaminski

",Abwehr,3,610000,,,
2020-11-15,"

Stenzel

",Abwehr,14,2250000,,,
2020-11-15,"

Anton

",Abwehr,7,2060000,,,
2020-11-15,"

Kempf

",Abwehr,26,2830000,,,
2020-11-15,"

Mavropanos

",Abwehr,4,1610000,,,
2020-11-15,"

Wamangituka

",Mittelfeld,24,3360000,,,
2020-11-15,"

Förster

",Mittelfeld,0,530000,,,
2020-11-15,"

W. Endo

",Mittelfeld,31,5400000,,,
2020-11-15,"

Egloff

",Mittelfeld,0,510000,,,
2020-11-15,"

Churlinov

",Mittelfeld,2,360000,,,
2020-11-15,"

M. Klimowicz

",Mittelfeld,19,2760000,,,
2020-11-15,"

Didavi

",Mittelfeld,24,3790000,,,
2020-11-15,"

Klement

",Mittelfeld,13,1430000,,,
2020-11-15,"

Thommy

",Mittelfeld,0,1530000,,,
2020-11-15,"

Ahamada

",Mittelfeld,0,360000,,,
2020-11-15,"

Mangala

",Mittelfeld,17,2650000,,,
2020-11-15,"

Castro

",Mittelfeld,40,5720000,,,
2020-11-15,"

Al Ghaddioui

",Sturm,1,370000,,,
2020-11-15,"

Kalajdžić

",Sturm,35,5430000,,,
2020-11-15,"

Massimo

",Sturm,7,810000,,,
2020-11-15,"

González

",Sturm,23,6720000,,,
2020-11-15,"

Cissé

",Sturm,1,460000,,,
2020-11-15,"

T. Coulibaly

",Sturm,5,1410000,,,
2020-11-16,"

Neuer

",Torwart,13,2020000,,,
2020-11-16,"

R. Hoffmann

",Torwart,0,160000,,,
2020-11-16,"

Nübel

",Torwart,0,360000,,,
2020-11-16,"

Davies

",Abwehr,4,4500000,,,
2020-11-16,"

Lucas Hernández

",Abwehr,21,5920000,,,
2020-11-16,"

Richards

",Abwehr,6,1160000,,,
2020-11-16,"

Süle

",Abwehr,14,4850000,,,
2020-11-16,"

Nianzou

",Abwehr,0,2760000,,,
2020-11-16,"

Alaba

",Abwehr,18,6230000,,,
2020-11-16,"

Sarr

",Abwehr,7,5200000,,,
2020-11-16,"

J. Boateng

",Abwehr,17,3690000,,,
2020-11-16,"

Pavard

",Abwehr,10,4830000,,,
2020-11-16,"

Musiala

",Mittelfeld,18,2740000,,,
2020-11-16,"

Marc Roca

",Mittelfeld,0,4850000,,,
2020-11-16,"

Tolisso

",Mittelfeld,5,5500000,,,
2020-11-16,"

Tiago Dantas

",Mittelfeld,0,1490000,,,
2020-11-16,"

Douglas Costa

",Mittelfeld,9,8020000,,,
2020-11-16,"

Kimmich

",Mittelfeld,42,7840000,,,
2020-11-16,"

Javi Martínez

",Mittelfeld,12,3030000,,,
2020-11-16,"

Goretzka

",Mittelfeld,26,7810000,,,
2020-11-16,"

Choupo-Moting

",Sturm,3,2890000,,,
2020-11-16,"

T. Müller

",Sturm,53,12920000,,,
2020-11-16,"

Lewandowski

",Sturm,80,17490000,,,
2020-11-16,"

Zirkzee

",Sturm,5,1010000,,,
2020-11-16,"

L. Sané

",Sturm,31,14390000,,,
2020-11-16,"

Dajaku

",Sturm,0,240000,,,
2020-11-16,"

Coman

",Sturm,12,6850000,,,
2020-11-16,"

Gnabry

",Sturm,42,12210000,,,
2020-11-16,"

Drljača

",Torwart,0,160000,,,
2020-11-16,"

Hitz

",Torwart,11,430000,,,
2020-11-16,"

Unbehaun

",Torwart,0,160000,,,
2020-11-16,"

Bürki

",Torwart,12,1730000,,,
2020-11-16,"

Meunier

",Abwehr,26,4820000,,,
2020-11-16,"

Mateu Morey

",Abwehr,1,540000,,,
2020-11-16,"

Akanji

",Abwehr,31,5160000,,,
2020-11-16,"

Zagadou

",Abwehr,0,3300000,,,
2020-11-16,"

Passlack

",Abwehr,21,2720000,,,
2020-11-16,"

Hummels

",Abwehr,57,8160000,,,
2020-11-16,"

Piszczek

",Abwehr,2,1010000,,,
2020-11-16,"

Schmelzer

",Abwehr,0,220000,,,
2020-11-16,"

Can

",Abwehr,26,6060000,,,
2020-11-16,"

N. Schulz

",Abwehr,1,660000,,,
2020-11-16,"

Reinier

",Mittelfeld,4,2590000,,,
2020-11-16,"

Bellingham

",Mittelfeld,25,6470000,,,
2020-11-16,"

Raschl

",Mittelfeld,0,200000,,,
2020-11-16,"

Brandt

",Mittelfeld,15,4830000,,,
2020-11-16,"

Witsel

",Mittelfeld,24,6100000,,,
2020-11-16,"

Dahoud

",Mittelfeld,9,2290000,,,
2020-11-16,"

Raphaël Guerreiro

",Mittelfeld,36,8730000,,,
2020-11-16,"

Delaney

",Mittelfeld,15,3260000,,,
2020-11-16,"

Haaland

",Sturm,53,15210000,,,
2020-11-16,"

Reyna

",Sturm,33,7400000,,,
2020-11-16,"

Moukoko

",Sturm,0,7490000,,,
2020-11-16,"

Sancho

",Sturm,26,10860000,,,
2020-11-16,"

Hazard

",Sturm,3,6130000,,,
2020-11-16,"

Reus

",Sturm,25,9490000,,,
2020-11-16,"

Tschauner

",Torwart,0,180000,,,
2020-11-16,"

Josep Martínez

",Torwart,0,180000,,,
2020-11-16,"

T. Schreiber

",Torwart,0,160000,,,
2020-11-16,"

Gulácsi

",Torwart,22,2460000,,,
2020-11-16,"

Angeliño

",Abwehr,54,9580000,,,
2020-11-16,"

Martel

",Abwehr,0,200000,,,
2020-11-16,"

Mukiele

",Abwehr,19,4200000,,,
2020-11-16,"

Konaté

",Abwehr,10,4200000,,,
2020-11-16,"

Upamecano

",Abwehr,32,6060000,,,
2020-11-16,"

Klostermann

",Abwehr,6,2630000,,,
2020-11-16,"

Orban

",Abwehr,30,4880000,,,
2020-11-16,"

Halstenberg

",Abwehr,22,4970000,,,
2020-11-16,"

Henrichs

",Abwehr,15,2580000,,,
2020-11-16,"

Haidara

",Mittelfeld,22,3620000,,,
2020-11-16,"

Wosz

",Mittelfeld,1,360000,,,
2020-11-16,"

Kampl

",Mittelfeld,16,4550000,,,
2020-11-16,"

Samardžić

",Mittelfeld,1,1090000,,,
2020-11-16,"

Dani Olmo

",Mittelfeld,29,6830000,,,
2020-11-16,"

Nkunku

",Mittelfeld,33,8200000,,,
2020-11-16,"

T. Adams

",Mittelfeld,9,2330000,,,
2020-11-16,"

Laimer

",Mittelfeld,0,2220000,,,
2020-11-16,"

Forsberg

",Mittelfeld,36,7380000,,,
2020-11-16,"

Sabitzer

",Mittelfeld,21,9760000,,,
2020-11-16,"

Kluivert

",Sturm,-1,3920000,,,
2020-11-16,"

Sørloth

",Sturm,12,6750000,,,
2020-11-16,"

Hugo Novoa

",Sturm,0,220000,,,
2020-11-16,"

Hwang

",Sturm,6,1800000,,,
2020-11-16,"

Borkowski

",Sturm,0,190000,,,
2020-11-16,"

Hartmann

",Sturm,0,190000,,,
2020-11-16,"

Y. Poulsen

",Sturm,27,6170000,,,
2020-11-16,"

Sommer

",Torwart,5,2260000,,,
2020-11-16,"

Olschowsky

",Torwart,0,160000,,,
2020-11-16,"

Grün

",Torwart,0,160000,,,
2020-11-16,"

Sippel

",Torwart,0,180000,,,
2020-11-16,"

Elvedi

",Abwehr,18,3440000,,,
2020-11-16,"

Doucouré

",Abwehr,0,240000,,,
2020-11-16,"

Lainer

",Abwehr,24,3620000,,,
2020-11-16,"

Beyer

",Abwehr,0,340000,,,
2020-11-16,"

Lang

",Abwehr,0,230000,,,
2020-11-16,"

A. Poulsen

",Abwehr,0,180000,,,
2020-11-16,"

Bensebaini

",Abwehr,10,3510000,,,
2020-11-16,"

Ginter

",Abwehr,36,5090000,,,
2020-11-16,"

Wendt

",Abwehr,9,1300000,,,
2020-11-16,"

Kurt

",Abwehr,0,230000,,,
2020-11-16,"

Jantschke

",Abwehr,-3,540000,,,
2020-11-16,"

H. Wolf

",Mittelfeld,13,2790000,,,
2020-11-16,"

Quizera

",Mittelfeld,0,360000,,,
2020-11-16,"

Traoré

",Mittelfeld,1,420000,,,
2020-11-16,"

Neuhaus

",Mittelfeld,10,4020000,,,
2020-11-16,"

Reitz

",Mittelfeld,4,1150000,,,
2020-11-16,"

Hofmann

",Mittelfeld,41,5660000,,,
2020-11-16,"

Kramer

",Mittelfeld,24,3890000,,,
2020-11-16,"

Bénes

",Mittelfeld,3,1280000,,,
2020-11-16,"

Zakaria

",Mittelfeld,0,4040000,,,
2020-11-16,"

Lazaro

",Mittelfeld,10,5560000,,,
2020-11-16,"

Villalba

",Sturm,0,220000,,,
2020-11-16,"

Embolo

",Sturm,13,5040000,,,
2020-11-16,"

Pléa

",Sturm,22,7790000,,,
2020-11-16,"

Thuram

",Sturm,14,7690000,,,
2020-11-16,"

P. Herrmann

",Sturm,19,3750000,,,
2020-11-16,"

Stindl

",Sturm,41,8670000,,,
2020-11-16,"

Müsel

",Sturm,0,170000,,,
2020-11-16,"

L. Grill

",Torwart,0,190000,,,
2020-11-16,"

Lomb

",Torwart,0,160000,,,
2020-11-16,"

Hradecky

",Torwart,10,1760000,,,
2020-11-16,"

S. Bender

",Abwehr,12,2910000,,,
2020-11-16,"

Tapsoba

",Abwehr,24,4090000,,,
2020-11-16,"

Sinkgraven

",Abwehr,16,2330000,,,
2020-11-16,"

Dragović

",Abwehr,2,540000,,,
2020-11-16,"

Santiago Arias

",Abwehr,2,850000,,,
2020-11-16,"

Jedvaj

",Abwehr,0,490000,,,
2020-11-16,"

Wendell 

",Abwehr,4,1610000,,,
2020-11-16,"

L. Bender

",Abwehr,25,4100000,,,
2020-11-16,"

Tah

",Abwehr,12,2450000,,,
2020-11-16,"

M. Weiser

",Abwehr,0,420000,,,
2020-11-16,"

Wirtz

",Mittelfeld,17,5460000,,,
2020-11-16,"

Palacios

",Mittelfeld,4,1090000,,,
2020-11-16,"

Baumgartlinger

",Mittelfeld,23,3260000,,,
2020-11-16,"

Charles Aránguiz

",Mittelfeld,17,4040000,,,
2020-11-16,"

Paulinho

",Mittelfeld,0,870000,,,
2020-11-16,"

Demirbay

",Mittelfeld,23,4630000,,,
2020-11-16,"

Amiri

",Mittelfeld,19,5630000,,,
2020-11-16,"

Lucas Alario

",Sturm,56,10700000,,,
2020-11-16,"

Schick

",Sturm,15,7410000,,,
2020-11-16,"

Bailey

",Sturm,25,7320000,,,
2020-11-16,"

Bellarabi

",Sturm,15,3060000,,,
2020-11-16,"

Diaby

",Sturm,18,5990000,,,
2020-11-16,"

Pentke

",Torwart,0,230000,,,
2020-11-16,"

L. Philipp

",Torwart,0,160000,,,
2020-11-16,"

Baumann

",Torwart,15,1820000,,,
2020-11-16,"

Posch

",Abwehr,6,1090000,,,
2020-11-16,"

Brenet

",Abwehr,0,270000,,,
2020-11-16,"

K. Adams

",Abwehr,2,600000,,,
2020-11-16,"

Skov

",Abwehr,5,3890000,,,
2020-11-16,"

Bogarde

",Abwehr,1,720000,,,
2020-11-16,"

Sessegnon

",Abwehr,2,2080000,,,
2020-11-16,"

Kadeřábek

",Abwehr,1,2310000,,,
2020-11-16,"

Stafylidis

",Abwehr,0,240000,,,
2020-11-16,"

Vogt

",Abwehr,20,2600000,,,
2020-11-16,"

Nordtveit

",Abwehr,0,490000,,,
2020-11-16,"

B. Hübner

",Abwehr,0,1270000,,,
2020-11-16,"

Bičakčić

",Abwehr,12,400000,,,
2020-11-16,"

Akpoguma

",Abwehr,23,2980000,,,
2020-11-16,"

Rudy

",Mittelfeld,9,2520000,,,
2020-11-16,"

Samassékou

",Mittelfeld,19,2980000,,,
2020-11-16,"

Grillitsch

",Mittelfeld,11,2750000,,,
2020-11-16,"

Baumgartner

",Mittelfeld,11,2890000,,,
2020-11-16,"

John

",Mittelfeld,0,190000,,,
2020-11-16,"

Gaćinović

",Mittelfeld,10,1860000,,,
2020-11-16,"

Geiger

",Mittelfeld,27,2920000,,,
2020-11-16,"

Kramarić

",Sturm,43,11080000,,,
2020-11-16,"

Klauss

",Sturm,3,660000,,,
2020-11-16,"

Beier

",Sturm,0,250000,,,
2020-11-16,"

Dabbur

",Sturm,16,4010000,,,
2020-11-16,"

Bruun Larsen

",Sturm,-1,760000,,,
2020-11-16,"

Bebou

",Sturm,14,2070000,,,
2020-11-16,"

Adamyan

",Sturm,13,2290000,,,
2020-11-16,"

Belfodil

",Sturm,7,2190000,,,
2020-11-16,"

Pervan

",Torwart,7,330000,,,
2020-11-16,"

Kasten

",Torwart,0,160000,,,
2020-11-16,"

Casteels

",Torwart,22,2230000,,,
2020-11-16,"

Klinger

",Torwart,0,160000,,,
2020-11-16,"

Siersleben 

",Abwehr,0,210000,,,
2020-11-16,"

Baku

",Abwehr,25,4210000,,,
2020-11-16,"

Roussillon

",Abwehr,15,2490000,,,
2020-11-16,"

Mbabu

",Abwehr,0,2420000,,,
2020-11-16,"

Paulo Otávio

",Abwehr,7,1160000,,,
2020-11-16,"

Pongračić

",Abwehr,0,1970000,,,
2020-11-16,"

Lacroix

",Abwehr,25,3940000,,,
2020-11-16,"

William

",Abwehr,0,790000,,,
2020-11-16,"

J. Bruma

",Abwehr,0,280000,,,
2020-11-16,"

Brooks

",Abwehr,21,2990000,,,
2020-11-16,"

Arnold

",Mittelfeld,39,8270000,,,
2020-11-16,"

R. Steffen

",Mittelfeld,18,3480000,,,
2020-11-16,"

Guilavogui

",Mittelfeld,19,3540000,,,
2020-11-16,"

Gerhardt

",Mittelfeld,19,2420000,,,
2020-11-16,"

Malli

",Mittelfeld,0,370000,,,
2020-11-16,"

Schlager

",Mittelfeld,23,3860000,,,
2020-11-16,"

Marmoush

",Sturm,0,210000,,,
2020-11-16,"

Białek

",Sturm,0,660000,,,
2020-11-16,"

Brekalo

",Sturm,23,4550000,,,
2020-11-16,"

Klaus

",Sturm,9,850000,,,
2020-11-16,"

Mehmedi

",Sturm,19,2990000,,,
2020-11-16,"

Joao Victor

",Sturm,9,1350000,,,
2020-11-16,"

M. Philipp

",Sturm,6,4720000,,,
2020-11-16,"

Weghorst

",Sturm,25,9180000,,,
2020-11-16,"

Ginczek

",Sturm,2,850000,,,
2020-11-16,"

N. Thiede

",Torwart,0,160000,,,
2020-11-16,"

Flekken

",Torwart,0,420000,,,
2020-11-16,"

Uphoff

",Torwart,0,170000,,,
2020-11-16,"

F. Müller

",Torwart,6,1230000,,,
2020-11-16,"

K. Schlotterbeck

",Abwehr,0,600000,,,
2020-11-16,"

G. Itter

",Abwehr,0,220000,,,
2020-11-16,"

Kübler

",Abwehr,6,1030000,,,
2020-11-16,"

Lienhart

",Abwehr,13,1710000,,,
2020-11-16,"

C. Günter

",Abwehr,13,2360000,,,
2020-11-16,"

Heintz

",Abwehr,17,1970000,,,
2020-11-16,"

J. Schmid

",Abwehr,13,2340000,,,
2020-11-16,"

Gulde

",Abwehr,4,700000,,,
2020-11-16,"

Keitel

",Mittelfeld,0,320000,,,
2020-11-16,"

Kwon

",Mittelfeld,7,1000000,,,
2020-11-16,"

Sallai

",Mittelfeld,19,2170000,,,
2020-11-16,"

Til

",Mittelfeld,0,1390000,,,
2020-11-16,"

Tempelmann

",Mittelfeld,0,520000,,,
2020-11-16,"

Santamaria

",Mittelfeld,13,2800000,,,
2020-11-16,"

Abrashi

",Mittelfeld,1,270000,,,
2020-11-16,"

Haberer

",Mittelfeld,0,430000,,,
2020-11-16,"

Grifo

",Mittelfeld,28,5540000,,,
2020-11-16,"

Höfler

",Mittelfeld,9,1590000,,,
2020-11-16,"

Höler

",Sturm,28,4390000,,,
2020-11-16,"

Jeong

",Sturm,9,1030000,,,
2020-11-16,"

Demirović

",Sturm,2,810000,,,
2020-11-16,"

Petersen

",Sturm,28,4390000,,,
2020-11-16,"

Trapp

",Torwart,18,2210000,,,
2020-11-16,"

Schubert

",Torwart,0,210000,,,
2020-11-16,"

Hasebe

",Abwehr,16,2220000,,,
2020-11-16,"

Hinteregger

",Abwehr,17,4050000,,,
2020-11-16,"

Abraham

",Abwehr,25,3000000,,,
2020-11-16,"

N'Dicka

",Abwehr,0,1330000,,,
2020-11-16,"

Tuta

",Abwehr,0,440000,,,
2020-11-16,"

Touré

",Abwehr,17,2130000,,,
2020-11-16,"

Brugger

",Abwehr,0,190000,,,
2020-11-16,"

Fahrnberger

",Abwehr,0,200000,,,
2020-11-16,"

Ćavar

",Mittelfeld,0,170000,,,
2020-11-16,"

Willems

",Mittelfeld,0,250000,,,
2020-11-16,"

Kamada

",Mittelfeld,41,7030000,,,
2020-11-16,"

Barkok

",Mittelfeld,12,2520000,,,
2020-11-16,"

Sow

",Mittelfeld,3,590000,,,
2020-11-16,"

Ilsanker

",Mittelfeld,12,1650000,,,
2020-11-16,"

Rode

",Mittelfeld,26,3840000,,,
2020-11-16,"

Chandler

",Mittelfeld,-1,430000,,,
2020-11-16,"

da Costa

",Mittelfeld,0,730000,,,
2020-11-16,"

Kohr

",Mittelfeld,5,990000,,,
2020-11-16,"

Durm

",Mittelfeld,0,240000,,,
2020-11-16,"

Kostić

",Mittelfeld,1,8470000,,,
2020-11-16,"

Zuber

",Mittelfeld,18,2210000,,,
2020-11-16,"

Hrustic

",Mittelfeld,0,850000,,,
2020-11-16,"

Dost

",Sturm,34,6280000,,,
2020-11-16,"

Younes

",Sturm,7,3320000,,,
2020-11-16,"

André Silva

",Sturm,48,9460000,,,
2020-11-16,"

Ache

",Sturm,2,400000,,,
2020-11-16,"

Makanda

",Sturm,0,180000,,,
2020-11-16,"

Palmowski

",Torwart,0,160000,,,
2020-11-16,"

Schwolow

",Torwart,16,2020000,,,
2020-11-16,"

Körber

",Torwart,0,170000,,,
2020-11-16,"

Jarstein

",Torwart,0,250000,,,
2020-11-16,"

Torunarigha

",Abwehr,6,1690000,,,
2020-11-16,"

Pekarik

",Abwehr,17,1590000,,,
2020-11-16,"

Netz

",Abwehr,0,210000,,,
2020-11-16,"

Zeefuik

",Abwehr,-7,960000,,,
2020-11-16,"

Albrecht

",Abwehr,0,180000,,,
2020-11-16,"

Klünter

",Abwehr,0,290000,,,
2020-11-16,"

O. Rekik

",Abwehr,0,230000,,,
2020-11-16,"

Mittelstädt

",Abwehr,22,2770000,,,
2020-11-16,"

M. Dárdai

",Abwehr,0,260000,,,
2020-11-16,"

N. Stark

",Abwehr,11,2060000,,,
2020-11-16,"

Alderete

",Abwehr,8,2080000,,,
2020-11-16,"

Plattenhardt

",Abwehr,5,1550000,,,
2020-11-16,"

Boyata

",Abwehr,19,4020000,,,
2020-11-16,"

Tousart

",Mittelfeld,15,2920000,,,
2020-11-16,"

Löwen

",Mittelfeld,3,460000,,,
2020-11-16,"

M. Čović 

",Mittelfeld,0,200000,,,
2020-11-16,"

Guendouzi

",Mittelfeld,7,5570000,,,
2020-11-16,"

Darida

",Mittelfeld,12,2000000,,,
2020-11-16,"

Ascacíbar

",Mittelfeld,0,1610000,,,
2020-11-16,"

Leckie

",Sturm,6,560000,,,
2020-11-16,"

Jhon Córdoba 

",Sturm,25,3340000,,,
2020-11-16,"

P. Dárdai

",Sturm,0,180000,,,
2020-11-16,"

Lukébakio

",Sturm,24,4910000,,,
2020-11-16,"

Dilrosun

",Sturm,0,910000,,,
2020-11-16,"

Ngankam

",Sturm,8,930000,,,
2020-11-16,"

Piątek

",Sturm,16,3970000,,,
2020-11-16,"

Redan

",Sturm,1,330000,,,
2020-11-16,"

Matheus Cunha

",Sturm,52,9500000,,,
2020-11-16,"

Karius

",Torwart,0,950000,,,
2020-11-16,"

Luthe

",Torwart,18,1660000,,,
2020-11-16,"

Moser

",Torwart,0,160000,,,
2020-11-16,"

Busk

",Torwart,0,160000,,,
2020-11-16,"

N. Schlotterbeck

",Abwehr,18,3350000,,,
2020-11-16,"

M. Friedrich

",Abwehr,43,5380000,,,
2020-11-16,"

Gießelmann

",Abwehr,-5,340000,,,
2020-11-16,"

F. Hübner

",Abwehr,3,600000,,,
2020-11-16,"

Knoche

",Abwehr,24,3320000,,,
2020-11-16,"

C. Lenz

",Abwehr,31,3530000,,,
2020-11-16,"

Trimmel

",Abwehr,23,4420000,,,
2020-11-16,"

Ryerson

",Mittelfeld,11,1300000,,,
2020-11-16,"

Gentner

",Mittelfeld,13,2290000,,,
2020-11-16,"

Prömel

",Mittelfeld,6,870000,,,
2020-11-16,"

Andrich

",Mittelfeld,34,4330000,,,
2020-11-16,"

Gogia

",Mittelfeld,6,1130000,,,
2020-11-16,"

Griesbeck 

",Mittelfeld,5,720000,,,
2020-11-16,"

Bülter

",Mittelfeld,17,1850000,,,
2020-11-16,"

Awoniyi

",Sturm,4,1020000,,,
2020-11-16,"

Maciejewski

",Sturm,1,260000,,,
2020-11-16,"

S. Becker

",Sturm,27,3390000,,,
2020-11-16,"

Ingvartsen

",Sturm,14,1730000,,,
2020-11-16,"

Teuchert

",Sturm,17,1630000,,,
2020-11-16,"

Pohjanpalo

",Sturm,17,2940000,,,
2020-11-16,"

Ujah

",Sturm,0,280000,,,
2020-11-16,"

M. Kruse

",Sturm,44,10900000,,,
2020-11-16,"

K. Endo

",Sturm,8,1060000,,,
2020-11-16,"

Langer

",Torwart,0,160000,,,
2020-11-16,"

Rönnow

",Torwart,19,2260000,,,
2020-11-16,"

Fährmann

",Torwart,-8,500000,,,
2020-11-16,"

Oczipka

",Abwehr,0,1290000,,,
2020-11-16,"

Thiaw

",Abwehr,14,1820000,,,
2020-11-16,"

T. Becker

",Abwehr,0,220000,,,
2020-11-16,"

Kabak

",Abwehr,-8,2570000,,,
2020-11-16,"

Mendyl

",Abwehr,0,260000,,,
2020-11-16,"

Ludewig

",Abwehr,5,1650000,,,
2020-11-16,"

Stambouli

",Abwehr,-3,520000,,,
2020-11-16,"

Salif Sané

",Abwehr,16,3550000,,,
2020-11-16,"

Nastasić

",Abwehr,4,1150000,,,
2020-11-16,"

Bentaleb

",Mittelfeld,2,1220000,,,
2020-11-16,"

Taitague

",Mittelfeld,0,190000,,,
2020-11-16,"

Bozdoğan

",Mittelfeld,-1,960000,,,
2020-11-16,"

Mercan

",Mittelfeld,0,190000,,,
2020-11-16,"

Boujellab

",Mittelfeld,-4,260000,,,
2020-11-16,"

Schöpf

",Mittelfeld,1,970000,,,
2020-11-16,"

Omar Mascarell

",Mittelfeld,15,2280000,,,
2020-11-16,"

Harit

",Mittelfeld,6,2730000,,,
2020-11-16,"

Serdar

",Mittelfeld,3,3800000,,,
2020-11-16,"

Kutucu

",Sturm,0,410000,,,
2020-11-16,"

Uth

",Sturm,25,5030000,,,
2020-11-16,"

Raman

",Sturm,3,1070000,,,
2020-11-16,"

Ibišević

",Sturm,0,1310000,,,
2020-11-16,"

Matondo

",Sturm,-1,450000,,,
2020-11-16,"

Gonçalo Paciência

",Sturm,14,2860000,,,
2020-11-16,"

Skrzybski

",Sturm,7,720000,,,
2020-11-16,"

Hanin

",Torwart,0,160000,,,
2020-11-16,"

Dahmen

",Torwart,0,160000,,,
2020-11-16,"

Liesegang

",Torwart,0,170000,,,
2020-11-16,"

Zentner

",Torwart,10,1310000,,,
2020-11-16,"

Brosinski

",Abwehr,7,1410000,,,
2020-11-16,"

Niakhaté

",Abwehr,4,1360000,,,
2020-11-16,"

Kilian

",Abwehr,8,1210000,,,
2020-11-16,"

A. Hack

",Abwehr,0,270000,,,
2020-11-16,"

St. Juste

",Abwehr,12,1660000,,,
2020-11-16,"

Aarón Martín

",Abwehr,2,420000,,,
2020-11-16,"

Bell

",Abwehr,0,320000,,,
2020-11-16,"

Lavalée

",Abwehr,0,240000,,,
2020-11-16,"

Mwene

",Abwehr,-2,290000,,,
2020-11-16,"

E. Fernandes

",Mittelfeld,2,610000,,,
2020-11-16,"

Boëtius

",Mittelfeld,16,2400000,,,
2020-11-16,"

Barreiro

",Mittelfeld,11,1290000,,,
2020-11-16,"

Tauer

",Mittelfeld,2,210000,,,
2020-11-16,"

Nebel

",Mittelfeld,2,410000,,,
2020-11-16,"

Kunde

",Mittelfeld,3,980000,,,
2020-11-16,"

Latza

",Mittelfeld,13,1170000,,,
2020-11-16,"

Stöger

",Mittelfeld,0,2540000,,,
2020-11-16,"

Öztunali

",Mittelfeld,11,1440000,,,
2020-11-16,"

Papela

",Mittelfeld,0,190000,,,
2020-11-16,"

Quaison

",Sturm,12,2420000,,,
2020-11-16,"

Onisiwo

",Sturm,7,1700000,,,
2020-11-16,"

Burkardt

",Sturm,10,1290000,,,
2020-11-16,"

Ji

",Sturm,3,540000,,,
2020-11-16,"

Abass

",Sturm,0,200000,,,
2020-11-16,"

Szalai

",Sturm,0,350000,,,
2020-11-16,"

Mustapha

",Sturm,0,180000,,,
2020-11-16,"

Mateta

",Sturm,33,5560000,,,
2020-11-16,"

Krahl

",Torwart,0,160000,,,
2020-11-16,"

Zieler

",Torwart,2,680000,,,
2020-11-16,"

T. Horn

",Torwart,11,1240000,,,
2020-11-16,"

Čestić

",Abwehr,0,160000,,,
2020-11-16,"

Katterbach

",Abwehr,3,760000,,,
2020-11-16,"

Czichos

",Abwehr,12,1380000,,,
2020-11-16,"

Ehizibue

",Abwehr,9,840000,,,
2020-11-16,"

Bornauw

",Abwehr,17,2020000,,,
2020-11-16,"

Voloder

",Abwehr,0,190000,,,
2020-11-16,"

Jorge Meré

",Abwehr,0,270000,,,
2020-11-16,"

B. Schmitz

",Abwehr,1,400000,,,
2020-11-16,"

J. Horn

",Abwehr,11,1160000,,,
2020-11-16,"

F. Sörensen

",Abwehr,1,340000,,,
2020-11-16,"

Kainz

",Mittelfeld,0,750000,,,
2020-11-16,"

Höger

",Mittelfeld,2,340000,,,
2020-11-16,"

Jakobs 

",Mittelfeld,4,1430000,,,
2020-11-16,"

Skhiri

",Mittelfeld,11,1240000,,,
2020-11-16,"

Hector

",Mittelfeld,1,2390000,,,
2020-11-16,"

Drexler

",Mittelfeld,24,2500000,,,
2020-11-16,"

Duda

",Mittelfeld,18,3180000,,,
2020-11-16,"

Clemens

",Mittelfeld,0,190000,,,
2020-11-16,"

S. Özcan

",Mittelfeld,5,880000,,,
2020-11-16,"

Rexhbecaj

",Mittelfeld,14,1230000,,,
2020-11-16,"

Modeste

",Sturm,0,1150000,,,
2020-11-16,"

M. Wolf

",Sturm,6,1520000,,,
2020-11-16,"

S. Andersson

",Sturm,26,3670000,,,
2020-11-16,"

Lemperle

",Sturm,0,200000,,,
2020-11-16,"

Arokodare

",Sturm,2,560000,,,
2020-11-16,"

Limnios

",Sturm,10,1650000,,,
2020-11-16,"

Thielmann

",Sturm,8,870000,,,
2020-11-16,"

Gikiewicz

",Torwart,22,2070000,,,
2020-11-16,"

Koubek

",Torwart,0,160000,,,
2020-11-16,"

Leneis

",Torwart,0,160000,,,
2020-11-16,"

Oxford

",Abwehr,7,640000,,,
2020-11-16,"

Uduokhai

",Abwehr,26,2860000,,,
2020-11-16,"

Gouweleeuw

",Abwehr,18,2170000,,,
2020-11-16,"

Framberger

",Abwehr,16,1430000,,,
2020-11-16,"

Iago

",Abwehr,18,1860000,,,
2020-11-16,"

Pedersen

",Abwehr,6,780000,,,
2020-11-16,"

Suchý

",Abwehr,0,220000,,,
2020-11-16,"

F. Götze

",Abwehr,0,200000,,,
2020-11-16,"

Gumny

",Abwehr,0,770000,,,
